"imdbid","title","budget","gross","release_date","directors","producers","actors"
,"Raton Pass (film)",,"1300000.0",,"Edwin Lee Marin","Saul Elkins","Dennis Morgan, Patricia Neal, Steve Cochran"
,"Pretty Baby (1950 film)",,"1300000.0",,"Bretaigne Windust","Harry Kurnitz","Betsy Drake, Dennis Morgan, Zachary Scott"
,"The Remarkable Mr. Pennypacker","1475000.0","1300000.0",1959-01-04,"Henry Levin","Charles William Brackett","Clifton Webb, Dorothy McGuire, Jill St. John, Ron Ely"
"0048119","The Girl in the Red Velvet Swing","1700000.0","1300000.0",1955-10-01,"Richard Fleischer","Charles William Brackett","Farley Granger, Joan Collins, Ray Milland"
,"Flag Day (film)",,"1300000.0",,"Sean Penn","William Horberg","Dylan Penn, Josh Brolin, Sean Penn"
,"Woman Obsessed","1730000.0","1300000.0",1959-05-27,"Henry Hathaway","Sydney Boehm","Barbara Nichols, Dennis Holmes, James Philbrook, Stephen Boyd, Susan Hayward, Theodore Bikel"
,"Riot (1969 film)",,"1300000.0",,"Buzz Kulik","William Castle","Ben Carruthers, Clifford David, Gene Hackman, Gerald S. O'Loughlin, Mike Kellin"
,"George Washington Slept Here",,"1300000.0",,"William Keighley","Jerry Wald","Ann Sheridan, Jack Benny"
,"The Tax Collector","3.0E7","1300000.0",,"David Ayer","David Ayer","George Lopez, Shia LaBeouf"
"0067963","Business Is Business (film)","116421.0","1300000.0",,"Paul Verhoeven","Rob Houwer","Piet Römer"
,"Made in Paris",,"1300000.0",1966-02-09,"Boris Sagal","Joe Pasternak","Ann-Margret, Richard Crenna"
,"Dancing in the Dark (1949 film)",,"1300000.0",,"Irving Reis","George Jessel","Adolphe Menjou, Betsy Drake, Mark Stevens, WIlliam Powell"
,"For Sama",,"1300000.0",,"Waad Al-Kateab","Waad Al-Kateab","Waad Al-Kateab"
,"I Care a Lot",,"1300000.0",,"J Blakeson","Ben Stillman, J Blakeson, Teddy Schwarzman","Chris Messina, Dianne Wiest, Eiza González, Peter Dinklage, Rosamund Pike"
,"Fair Wind to Java","2000000.0","1300000.0",,"Joseph Kane","Joseph Kane","Fred MacMurray"
"0042792","No Way Out (1950 film)",,"1300000.0",,"Joseph L. Mankiewicz","Darryl F. Zanuck","Linda Darnell, Richard Widmark, Stephen McNally"
,"Heights (film)",,"1300000.0",,"Chris Terrio","Ismail Merchant","Elizabeth Banks, Glenn Close, James Marsden, Jesse Bradford"
,"Here We Go Again (film)",,"1300000.0",,"Allan Dwan","Allan Dwan","Charlie McCarthy, Edgar Bergen, Ginny Simms, Harold Peary, Jim Jordan"
,"Odd Thomas (film)","2.7E7","1300000.0",,"Stephen Sommers","Stephen Sommers","Anton Yelchin, Nico Tortorella"
,"Creature from the Black Lagoon",,"1300000.0",,"Jack Arnold","William Alland","Antonio Moreno, Ben Chapman, Julie Adams, Nestor Paiva, Richard Carlson, Richard Denning, Ricou Browning, Whit Bissell"
,"The Perfect Marriage",,"1300000.0",,"Lewis Allen","Hal B. Wallis","Charlie Ruggles, David Niven, Eddie Albert, Loretta Young, Rita Johnson, Virginia Field"
,"Dr. Jekyll and Mr. Hyde (1931 film)","535000.0","1300000.0",,"Rouben Mamoulian","Rouben Mamoulian","Fredric March, Miriam Hopkins, Rose Hobart"
,"Passion (2012 film)","2.5E7","1300000.0",,"Brian De Palma","Saïd Ben Saïd","Karoline Herfurth, Noomi Rapace, Paul Anderson"
"0045847","Gunsmoke (film)",,"1300000.0",,"Nathan Juran","Aaron Rosenberg","Audie Murphy, Paul Kelly, Susan Cabot"
,"The Corsican Brothers (1941 film)",,"1300000.0",,"Gregory Ratoff","Edward Small","Akim Tamiroff, Douglas Fairbanks Jr., Ruth Warrick"
,"In Old Arizona",,"1300000.0",1929-01-20,"Irving Cummings, Raoul Walsh","Winfield Sheehan","Dorothy Burgess, Edmund Lowe, Warner Baxter"
,"Radioland Murders","1.5E7","1300000.0",,"Mel Smith","Fred Roos, George Lucas","Brian Benben, Christopher Lloyd, Jeffrey Tambor, Mary Stuart Masterson, Michael McKean, Ned Beatty, Scott Michael Campbell, Stephen Tobolowsky"
,"Captain Lightfoot",,"1300000.0",,"Douglas Sirk","Ross Hunter","Jeff Morrow, Rock Hudson"
,"Fury (1936 film)","604000.0","1300000.0",,"Fritz Lang","Joseph L. Mankiewicz","Bruce Cabot, Edward Ellis, Spencer Tracy, Sylvia Sidney, Walter Abel, Walter Brennan"
"0250081","Storytelling (film)",,"1300000.0",,"Todd Solondz","Christine Vachon, Ted Hope","John Goodman, Leo Fitzpatrick, Paul Giamatti"
,"France (film)",,"1300000.0",,"Bruno Dumont","Rachid Bouchareb","Benjamin Biolay, Blanche Gardin, Juliane Köhler, Léa Seydoux"
,"Something in the Air (2012 film)","5400000.0","1300000.0",,"Olivier Assayas","Charles Gillibert","Lola Créton"
"0048421","New York Confidential (film)",,"1300000.0",,"Russell Rouse","Clarence Greene, Edward Small","Anne Bancroft, Broderick Crawford, J. Carrol Naish, Marilyn Maxwell, Richard Conte"
"0035157","Orchestra Wives",,"1300000.0",,"Archie Mayo","William LeBaron","Ann Rutherford, Cesar Romero, George Montgomery, Lynn Bari"
,"Coach (2018 film)",,"13.821",,"Danila Kozlovsky","Danila Kozlovsky, Nikita Mikhalkov","Alan Gatagov, Alan Maratovich Gatagov, Aleksandr Ilyin Jr., Andrey Smolyakov, Danila Kozlovsky, Dmitri Sychev, Dmitri Yevgenyevich Sychev, Irina Gorbacheva, Viktor Verzhbitsky, Vladimir Ilyin"
,"Zaytoun (film)",,"129288.0",,"Eran Riklis","Gareth Ellis-Unwin","Abdallah El Akal, Stephen Dorff"
,"Sally Marshall Is Not an Alien",,"1291802.0",,"Mario Andreacchio","Micheline Charest",""
"0032840","New Moon (1940 film)","1487000.0","1290000.0",,"Robert Z. Leonard, W. S. Van Dyke","Robert Z. Leonard","George Zucco, Mary Boland, Nelson Eddy"
,"Triple Justice","85000.0","129000.0",,"David Howard","Bert Gilroy","George O'Brien, Peggy Shannon, Virginia Vale"
,"Seis días en la oscuridad","27689.0","128689.0",,"Gabriel Soriano","Gabriel Soriano","Gustavo Sánchez Parra, Hugo Stiglitz, Ludwika Paleta"
,"The Girl of the Golden West (1938 film)","1680000.0","1285000.0",,"Robert Z. Leonard","Robert Z. Leonard, William Anthony McGuire","Nelson Eddy, Walter Pidgeon"
,"Experimenter (film)",,"128465.0",,"Michael Almereyda","Michael Almereyda, Uri Singer","Anton Yelchin, Edoardo Ballerini, Jim Gaffigan, John Leguizamo, Kellan Lutz, Taryn Manning, Winona Ryder"
,"After Office Hours","366000.0","1281000.0",,"Robert Z. Leonard","Robert Z. Leonard","Clark Gable, Constance Bennett"
,"The Last Valley (film)","6250000.0","1280000.0",,"James Clavell","James Clavell","Florinda Bolkan, Michael Caine, Nigel Davenport, Omar Sharif, Per Oscarsson"
"0453383","Naboer","1.51551E7","1277769.0",2005-03-10,"Pål Sletaune","Pål Sletaune","Anna Bache-Wiig, Cecilie Mosli, Julia Schacht, Kristoffer Joner"
,"Never Leave Me (film)",,"127668.0",,"Aida Begić","Aida Begić","Feyyaz Duman, Nisreen Faour"
,"Emil and the Detectives (1964 film)",,"1275000.0",,"Peter Tewksbury","Walt Disney","Walter Slezak"
"0365296","Hair High","400000.0","127300.0",,"Bill Plympton","Bill Plympton",", Craig Bierko, David Carradine, Dermot Patrick Mulroney, Don Hertzfeldt, Jay O. Sanders, Justin Long, Keith Carradine, Matt Groening, Michael Showalter, Peter Jason, Sarah Silverman, Tom Noonan, Zak Orth"
,"Virginia (2010 film)",,"12728.0",,"Dustin Lance Black","Christine Vachon",", Carrie Preston, Ed Harris, Emma Roberts, Jennifer Connelly, Toby Jones"
,"Piccadilly Jim (1936 film)","466000.0","1272000.0",,"Robert Z. Leonard","Harry Rapf, Robert Z. Leonard","Cora Witherspoon, Frank Morgan, Madge Evans, Robert Montgomery"
,"Dig!",,"127067.0",,"Ondi Timoner","Ondi Timoner","Anton Newcombe, Courtney Taylor-Taylor"
,"Mogul Mowgli",,"127015.0",,"Bassam Tariq","Riz Ahmed","Aiysha Hart, Alyy Khan, Anjana Vasan, Riz Ahmed"
"0061784","Hot Rods to Hell",,"1268000.0",,"John Brahm","Sam Katzman","Dana Andrews, Jeanne Crain, Mimsy Farmer"
,"Apartment Zero",,"1267578.0",,"Martin Donovan","David Koepp, Martin Donovan","Colin Firth, Dora Bryan, Fabrizio Bentivoglio, Liz Smith"
,"Wolfwalkers","1.0E7","1266570.0",,"Tomm Moore","Nora Twomey, Tomm Moore","Honor Kneafsey, Jon Kenny, Maria Doyle Kennedy, Simon McBurney, Tommy Tiernan"
"0237993","101 Reykjavík",,"126404.0",2000-06-01,"Baltasar Kormákur","Baltasar Kormákur","Victoria Abril"
,"August (2008 film)","3400000.0","12636.0",,"Austin Chick","Charlie Corwin, Josh Hartnett","Adam Scott, Emmanuelle Chriqui, Josh Hartnett, Naomie Harris"
,"Eddie Macon's Run","5000000.0","1262691.0",,"Jeff Kanew","Martin Bregman","John Schneider, Lee Purcell"
,"Ad-lib Night",,"12626.0",,"Lee Yoon-ki","Lee Yoon-ki","Han Hyo-joo, Kim Young-min"
"0092751","China Girl (1987 film)",,"1262091.0",,"Abel Ferrara","Michael Nozik","James Russo"
,"From Beyond (film)","4500000.0","1261000.0",,"Stuart Gordon","Brian Yuzna","Barbara Crampton, Jeffrey Combs, Ken Foree, Ted Sorel"
,"Flesh and the Devil","372618.21","1261000.0",,"Clarence Brown","Irving Thalberg","Barbara Kent, Greta Garbo, John Gilbert, Lars Hanson"
,"The Barretts of Wimpole Street (1934 film)","820000.0","1258000.0",,"Sidney Franklin","Irving Thalberg","Charles Laughton, Fredric March, Norma Shearer"
"2051879","Europa Report","1.0E7","125687.0",,"Sebastián Cordero Espinosa","Kevin Misher","Anamaria Marinca, Christian Camargo, Dan Fogler, Daniel Wu, Embeth Davidtz, Karolina Wydra, Mikael Nyqvist, Sharlto Copley"
"0090297","Water (1985 film)",,"1256862.0",1985-01-11,"Dick Clement","Ian La Frenais","Billy Connolly, Eric Clapton, George Harrison, Leonard Rossiter, Michael Caine, Valerie Perrine"
"0010418","Male and Female","168619.28","1256226.59",,"Cecil B. DeMille","Cecil B. DeMille","Gloria Swanson, Thomas Meighan"
"0092104","Touch and Go (1986 film)","1.0E7","1254040.0",,"Robert Mandel","Stephen J. Friedman","Ajay Naidu, María Conchita Alonso, Michael Keaton"
"4504040","A Ballerina's Tale",,"125144.0",,"Nelson George","Nelson George","Misty Copeland, Misty Danielle Copeland"
,"Tina (2021 film)",,"125053.0",,"T.J. Martin","Simon Chinn","Tina Turner"
,"Violent Saturday","955000.0","1250000.0",,"Richard Fleischer","Maurice ""Buddy"" Adler","Richard Egan, Stephen McNally, Victor Mature"
"0057812","7 Faces of Dr. Lao",,"1250000.0",,"George Pal","George Pal","Barbara Eden, Lee Patrick, Tony Randall"
,"The Big Heat",,"1250000.0",,"Fritz Lang","Robert Arthur","Glenn Ford, Gloria Grahame, Jocelyn Brando"
"0051083","Time Limit (film)",,"1250000.0",,"Karl Malden","Richard Widmark","Richard Basehart, Richard Widmark"
,"Red Skies of Montana",,"1250000.0",,"Joseph M. Newman","Samuel G. Engel","Constance Smith, Jeffrey Hunter, Richard Widmark"
,"The Tales of Hoffmann (1951 film)",,"1250000.0",1952-06-13,"Emeric Pressburger, Michael Powell","Emeric Pressburger, Michael Powell","(CBE), Ann Ayars, Ludmilla Tchérina, Léonide Massine, Moira Shearer, Pamela Brown, Robert Helpmann"
,"The Tales of Hoffmann (1951 film)",,"1250000.0",1951-11-26,"Emeric Pressburger, Michael Powell","Emeric Pressburger, Michael Powell","(CBE), Ann Ayars, Ludmilla Tchérina, Léonide Massine, Moira Shearer, Pamela Brown, Robert Helpmann"
,"Let's Make It Legal",,"1250000.0",,"Richard Sale","Robert Bassler","Barbara Bates, Claudette Colbert, Macdonald Carey, Zachary Scott"
,"Storm Warning (1951 film)",,"1250000.0",,"Stuart Heisler","Jerry Wald","Ginger Rogers, Steve Cochran"
"0044573","The Duel at Silver Creek",,"1250000.0",,"Donald Siegel","Leonard Goldstein","Audie Murphy, Faith Domergue, Stephen McNally"
,"Something for the Boys (film)",,"1250000.0",,"Lewis Seiler","Irving Starr","Carmen Miranda, Michael O'Shea, Vivian Blaine"
,"Holy Matrimony (1943 film)","709000.0","1250000.0",1943-08-27,"John M. Stahl","Nunnally Johnson","Gracie Fields"
,"The Last of the Secret Agents?",,"1250000.0",,"Norman Abbott","Norman Abbott","Nancy Sinatra, Steve Rossi, Theodore Marcuse"
,"The Tales of Hoffmann (1951 film)",,"1250000.0",1951-05-17,"Emeric Pressburger, Michael Powell","Emeric Pressburger, Michael Powell","(CBE), Ann Ayars, Ludmilla Tchérina, Léonide Massine, Moira Shearer, Pamela Brown, Robert Helpmann"
,"Abbott and Costello in the Foreign Legion","679687.0","1250000.0",,"Charles Lamont","Robert Arthur","Bud Abbott, Patricia Medina, Walter Slezak"
,"Daddy-Long-Legs (1919 film)",,"1250000.0",,"Marshall Neilan","Mary Pickford","Mahlon Hamilton, Mary Pickford"
,"Arrowsmith (film)",,"1250000.0",1931-12-07,"John Ford","Samuel Goldwyn","Helen Hayes, Richard Bennett, Ronald Colman"
,"Australia After Dark","50000.0","1250000.0",,"John D. Lamond","John D. Lamond",""
,"De Sade (film)",,"1250000.0",,"Cy Endfield, Gordon Hessler, Roger Corman","James H. Nicholson","Anna Massey, John Huston, Lilli Palmer, Senta Berger, Sonja Ziemann"
,"Baby Face Nelson (film)","250000.0","1250000.0",,"Donald Siegel","Al Zimbalist","Anthony Caruso, Carolyn Jones, Cedric Hardwicke, Jack Elam, John Hoyt, Leo Gordon"
,"The I Don't Care Girl",,"1250000.0",,"Lloyd Bacon","George Jessel",", Craig Hill, Hazel Brooks, Mitzi Gaynor, Oscar Levant, Warren Stevens"
"0044788","Kangaroo (1952 film)","890000.0","1250000.0",,"Lewis Milestone","Robert Bassler","Maureen O'Hara, Peter Lawford"
"0037333","Sweet and Low-Down",,"1250000.0",1944-09-21,"Archie Mayo","William LeBaron","Benny Goodman, Jack Oakie, Linda Darnell"
"0044426","Blackbeard the Pirate",,"1250000.0",,"Raoul Walsh","Edmund Grainger","Keith Andes, Linda Darnell, Robert Newton, Torin Thatcher, William Bendix"
,"Copacabana (1947 film)","1300000.0","1250000.0",,"Alfred E. Green","Sam Coslow","Carmen Miranda, Groucho Marx"
,"Wait till the Sun Shines, Nellie (film)",,"1250000.0",,"Henry King","George Jessel","Albert Dekker, Helene Stanley, Hugh Marlowe, Jean Peters, Joyce MacKenzie"
,"Summer Storm (1944 film)",,"1250000.0",,"Douglas Sirk","Seymour Nebenzal","Anna Lee, Edward Everett Horton, George Sanders, Hugo Haas, Linda Darnell"
"0045175","Son of Ali Baba",,"1250000.0",,"Kurt Neumann","Leonard Goldstein","Piper Laurie, Tony Curtis"
,"Deadline – U.S.A.",,"1250000.0",,"Richard Brooks","Sol C. Siegel",", Audrey Christie, Ed Begley Sr., Ethel Barrymore, Fay Baker, Humphrey Bogart, Jim Backus, Joyce MacKenzie, Kim Hunter, Martin Gabel, Paul Stewart, Warren Stevens"
,"The Tales of Hoffmann (1951 film)",,"1250000.0",1951-04-04,"Emeric Pressburger, Michael Powell","Emeric Pressburger, Michael Powell","(CBE), Ann Ayars, Ludmilla Tchérina, Léonide Massine, Moira Shearer, Pamela Brown, Robert Helpmann"
"0049169","Earth vs. the Flying Saucers",,"1250000.0",,"Fred F. Sears","Sam Katzman","Hugh Marlowe, Joan Taylor"
"0044788","Kangaroo (1952 film)","800000.0","1250000.0",,"Lewis Milestone","Robert Bassler","Maureen O'Hara, Peter Lawford"
"0061590","Don't Make Waves",,"1250000.0",,"Alexander Mackendrick","Martin Ransohoff","Claudia Cardinale, Dave Draper, Joanna Barnes, Robert Webber, Sharon Tate, Tony Curtis"
,"Odd Man Out","1000000.0","1250000.0",,"Carol Reed","Carol Reed","Cyril Cusack, F.J.McCormick, James Mason, Kathleen Ryan, Robert Newton"
,"Thunder Alley (1967 film)","1400000.0","1250000.0",,"Richard Rush","James H. Nicholson","Annette Funicello, Diane McBain, Fabian, Jan Murray, Warren Berlinger"
"0108047","Say a Little Prayer","3000000.0","12500.0",,"Richard Lowenstein","Richard Lowenstein",""
,"The Cross of Lorraine","1010000.0","1248000.0",,"Tay Garnett","Edwin H. Knopf","Gene Kelly, Jean-Pierre Aumont"
,"Oleanna (film)",,"124693.0",,"David Mamet","Sarah Green",""
,"The Firefly (1937 film)","1495000.0","1244000.0",,"Robert Z. Leonard","Hunt Stromberg, Robert Z. Leonard","Allan Jones"
,"Treeless Mountain",,"124023.0",,"So Yong Kim","Lars Knudsen, So Yong Kim",""
"0026129","Bordertown (1935 film)","369000.0","1237000.0",,"Archie Mayo","Hal B. Wallis, Jack L. Warner","Bette Davis, Paul Muni"
,"Strange Interlude (film)","654000.0","1237000.0",,"Robert Z. Leonard","Irving Thalberg, Robert Z. Leonard","Clark Gable, Norma Shearer"
"0032840","New Moon (1940 film)","1487000.0","1237000.0",,"Robert Z. Leonard, W. S. Van Dyke","Robert Z. Leonard","George Zucco, Mary Boland, Nelson Eddy"
,"Puncture (film)",,"123700.0",,"Mark Kassen","Mark Kassen","Brett Cullen, Chris Evans, Mark Kassen, Marshall Bell"
,"I Married an Angel (film)","1492000.0","1236000.0",,"W. S. Van Dyke","Hunt Stromberg","Nelson Eddy"
,"Antiviral (film)","3300000.0","123407.0",,"Brandon Cronenberg","Niv Fichman","Caleb Landry Jones, Douglas Smith, Joe Pingue, Malcolm McDowell, Nicholas Campbell, Sarah Gadon, Sheila McCarthy, Wendy Crewson"
,"3 Needles",,"12327.0",,"Thom Fitzgerald","Thom Fitzgerald","Chloë Sevigny, Ian Roberts, Isabelle Cyr, Sandra Oh, Sook-Yin Lee, Stockard Channing, 李素英"
"0049140","Diane (1956 film)","2660000.0","1232000.0",,"David Miller","Edwin H. Knopf","Henry Daniell, John Rollin Lupton, Marisa Pavan, Pedro Armendáriz, Roger Moore, Taina Elg, Torin Thatcher"
,"True to the Game (film)",,"1231040.0",2017-09-08,"Preston Whitmore","Andra Fuller, Columbus Short, Nelsan Ellis","Andra Fuller, Columbus Short, Draya Michele, Jennifer Freeman, Nafessa Williams, Nelsan Ellis, Vivica A. Fox"
,"Paid (1930 film)","385000.0","1231000.0",,"Sam Wood","Sam Wood","Douglass Montgomery, Joan Crawford, Robert Armstrong"
,"God Bless America (film)",,"123000.0",,"Bobcat Goldthwait","Sean McKittrick","Joel Murray, Melinda Page Hamilton, Tara Lynne Barr"
,"A Midsummer Night's Dream (1935 film)","981000.0","1229000.0",,"Max Reinhardt, William Dieterle","Henry Blanke","Anita Louise, Dick Powell, Frank McHugh, Grant Mitchell, Hobart Cavanaugh, Hugh Herbert, Ian Hunter, James Cagney, Jean Muir, Ross Alexander, Verree Teasdale, Victor Jory"
"0331072","The Wannabes",,"1227588.0",,"Nick Giannopoulos","Nick Giannopoulos","Bert Newton, Chantal Contouri, Costas Kilias, Felix Williamson, Isla Fisher, Lena Cruz, Michael Carman, Nick Giannopoulos, Rove McManus, Ryan Johnson"
,"Young People (1972 film)",,"1223950.0",1972-07-07,"Chang Cheh","Sir Run Run Shaw","Agnes Chan, Chen Kuan-tai, David Chiang, Ti Lung"
,"One Tough Cop",,"1223034.0",,"Bruno Barreto","Martin Bregman","Chris Penn, Gina Gershon, Mike McGlone, Stephen Baldwin"
,"Red Dust (1932 film)","408000.0","1223000.0",1932-10-22,"Victor Fleming","Hunt Stromberg, Irving Thalberg","Clark Gable, Gene Raymond, Jean Harlow, Mary Astor"
,"Mank","2.5E7","122252.0",,"David Fincher","Ceán Chaffin","Amanda Seyfried, Arliss Howard, Charles Dance, Lily Collins, Tom Burke, Tom Pelphrey"
"0120383","Truth or Consequences, N.M. (film)",,"122046.0",,"Kiefer Sutherland","Kevin Messick","Kiefer Sutherland, Kim Dickens"
,"Seraphim Falls","1.8E7","1220058.0",,"David Von Ancken","Bruce Davey","Anjelica Huston, John Robinson, Liam Neeson, Michael Wincott, Pierce Brosnan, Tom Noonan, Xander Berkeley"
,"My Man (1928 film)","192000.0","1218000.0",1928-12-15,"Archie Mayo","Edward Small","Fanny Brice"
,"The Girl Who Had Everything","665000.0","1218000.0",,"Richard Thorpe","Armand S. Deutsch","Elizabeth Taylor, Fernando Lamas, WIlliam Powell"
,"Scream and Scream Again","350000.0","1217000.0",1970-02-02,"Gordon Hessler","Max Rosenberg, Milton Subotsky","Alfred Marks, Michael Gothard, Vincent Price"
,"Z for Zachariah (film)",,"121461.0",1994-04-14,"Craig Zobel","Sigurjón Sighvatsson, Tobey Maguire","Chiwetel Ejiofor, Margot Robbie"
"0031470","The Ice Follies of 1939","1108000.0","1213000.0",,"Reinhold Schünzel","Harry Rapf","James Stewart, Joan Crawford, Lew Ayres, Lewis Stone"
,"Our Blushing Brides","337000.0","1211000.0",,"Harry Beaumont","Harry Beaumont","Anita Page, Dorothy Sebastian, Joan Crawford, Robert Montgomery"
"0024610","State Fair (1933 film)","600000.0","1208000.0",,"Henry King","Henry King","Janet Gaynor, Lew Ayres, Will Rogers"
"0428649","I Am a Sex Addict",,"120790.0",,"Caveh Zahedi","Caveh Zahedi","Caveh Zahedi, Rebecca Lord"
"0030944","Vivacious Lady","703000.0","1206000.0",,"George Stevens","George Stevens","Beulah Bondi, Franklin Pangborn, Ginger Rogers, Hattie McDaniel, James Ellison, James Stewart"
,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",,"1200326.0",,"Michael Rapaport","A Tribe Called Quest","A Tribe Called Quest"
,"Primrose Path (1940 film)","702000.0","1200000.0",1991-03-09,"Gregory La Cava","Gregory La Cava","Ginger Rogers, Joel McCrea"
,"The Moon Is Down (film)",,"1200000.0",,"Irving Pichel","Nunnally Johnson","Cedric Hardwicke, Henry Travers"
